Intensity,Label - Bicycling,Label - Running,Label - Sitting,Label - Swimming,Milk,Name,Reset Label,Serving Size,Size,Size in ounce,Type,Type - Sitting,Whip,%DV - Added Sugars,%DV - Carbohydrate,%DV - Cholesterol,%DV - Dietary Fiber,%DV - Protein,%DV - Saturated Fat,%DV - Sodium,%DV - Total Fat,%DV - Trans Fat,Caffeine (mg),Calcium (%DV),Calories,Cholesterol (mg),Dietary Fiber (g),Iron (%DV),Number of Records,Protein (g),Saturated Fat (g),Sodium (mg),Sugar (g),Time to Burn - Bicycling,Time to Burn - Running,Time to Burn - Sitting,Time to Burn - Swimming,Total Carbohydrates (g),Total Fat (g),Trans Fat (g),Vitamin A (%DV),Vitamin C (%DV),Weight
Moderate,52 Mins,38 Mins,7 Hrs : 0 Mins,52 Mins,Soy,White Hot Chocolate,Reset Filters,591 mL,Venti®,18 fl oz,Hot Chocolate & Other,Yes,Whip,1.34,0.258181818,0.1,0.071428571,0.34,0.55,0.130434783,0.269230769,0.034482759,0,0.6,540,30,2,0.2,1,17,11,300,67,3120,2280,25200,3120,71,21,0.2,0.25,0.02,162.2124138
Moderate,1 Hrs : 2 Mins,45 Mins,8 Hrs : 17 Mins,1 Hrs : 2 Mins,Whole,White Hot Chocolate,Reset Filters,591 mL,Venti®,18 fl oz,Hot Chocolate & Other,Yes,Whip,1.56,0.283636364,0.25,0,0.38,0.9,0.143478261,0.358974359,0.086206897,0,0.6,640,75,0,0.02,1,19,18,330,78,3720,2700,29820,3720,78,28,0.5,0.3,0.02,162.7233716
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,N/A,Iced Coffee,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.6,0.109090909,0,0,0.008,0,0.006521739,0.001282051,0,235,0.02,120,0,0,0,1,0.4,0,15,30,660,480,5580,660,30,0.1,0,0,0,163.2343295
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Nonfat,Iced Coffee with Milk,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.7,0.127272727,0,0,0.08,0.005,0.026086957,0.001282051,0,170,0.15,160,0,0,0,1,4,0.1,60,35,900,660,7440,900,35,0.1,0,0.06,0,163.7452874
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,2%,Iced Coffee with Milk,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.7,0.127272727,0.033333333,0,0.08,0.075,0.02826087,0.025641026,0.017241379,170,0.15,170,10,0,0,1,4,1.5,65,35,960,720,7920,960,35,2,0.1,0.06,0,164.2562452
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Whole,Iced Coffee with Milk,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.7,0.127272727,0.033333333,0,0.08,0.1,0.026086957,0.044871795,0.017241379,170,0.1,190,10,0,0,1,4,2,60,35,1080,780,8820,1080,35,3.5,0.1,0.04,0,164.7672031
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Soy,Iced Coffee with Milk,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.64,0.12,0,0,0.06,0.01,0.023913043,0.019230769,0,170,0.15,160,0,0,0.06,1,3,0.2,55,32,900,660,7440,900,33,1.5,0,0.04,0,165.2781609
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Coconut,Iced Coffee with Milk,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.66,0.12,0,0,0.02,0.1,0.023913043,0.032051282,0,205,0.02,160,0,0,0,1,1,2,55,33,900,660,7440,900,33,2.5,0,0,0,165.7891188
Moderate,0 Mins,0 Mins,3 Mins,0 Mins,N/A,Cold Brewed Coffee,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0,0,0,0,0.006,0,0.008695652,0,0,300,0.02,4,0,0,0,1,0.3,0,20,0,0,0,180,0,0,0,0,0,0,166.3000766
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,N/A,Vanilla Sweet Cream Cold Brew,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.48,0.087272727,0.133333333,0,0.02,0.35,0.017391304,0.141025641,0.051724138,275,0.06,200,40,0,0,1,1,7,40,24,1140,840,9300,1140,24,11,0.3,0.15,0,166.8110345
Moderate,2 Mins,1 Mins,19 Mins,2 Mins,N/A,Iced Caffè Americano,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0,0.014545455,0,0,0.02,0,0.008695652,0,0,300,0.02,25,0,0,0,1,1,0,20,0,120,60,1140,120,4,0,0,0,0,167.3219923
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Nonfat,Iced Caffè Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.32,0.069090909,0.016666667,0,0.24,0.01,0.060869565,0.003846154,0,225,0.35,130,5,0,0,1,12,0.2,140,16,720,540,6060,720,19,0.3,0,0.2,0,167.8329502
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,2%,Iced Caffè Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.3,0.065454545,0.083333333,0,0.24,0.15,0.069565217,0.076923077,0.034482759,225,0.35,180,25,0,0,1,12,3,160,15,1020,720,8400,1020,18,6,0.2,0.2,0.02,168.343908
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Whole,Iced Caffè Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.3,0.065454545,0.1,0,0.22,0.3,0.065217391,0.128205128,0.051724138,225,0.35,210,30,0,0,1,11,6,150,15,1200,840,9780,1200,18,10,0.3,0.15,0,168.8548659
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Soy,Iced Caffè Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.16,0.047272727,0,0.035714286,0.2,0.025,0.056521739,0.064102564,0,225,0.4,150,0,1,0.15,1,10,0.5,130,8,840,600,6960,840,13,5,0,0.15,0,169.3658238
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Coconut,Iced Caffè Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.22,0.050909091,0,0,0.04,0.35,0.065217391,0.08974359,0,225,0.02,130,0,0,0,1,2,7,150,11,720,540,6060,720,14,7,0,0,0,169.8767816
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,Nonfat,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,0.82,0.192727273,0.016666667,0.214285714,0.26,0.125,0.047826087,0.044871795,0,265,0.3,300,5,6,0.5,1,13,2.5,110,41,1740,1260,13980,1740,53,3.5,0,0.15,0,148.4165517
Moderate,39 Mins,29 Mins,5 Hrs : 19 Mins,39 Mins,Nonfat,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,0.86,0.207272727,0.15,0.214285714,0.28,0.45,0.052173913,0.192307692,0.051724138,265,0.3,410,45,6,0.5,1,14,9,120,43,2340,1740,19140,2340,57,15,0.3,0.25,0,148.9275096
Moderate,33 Mins,24 Mins,4 Hrs : 24 Mins,33 Mins,2%,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,0.82,0.192727273,0.066666667,0.214285714,0.26,0.25,0.052173913,0.102564103,0.034482759,265,0.3,340,20,6,0.5,1,13,5,120,41,1980,1440,15840,1980,53,8,0.2,0.15,0,149.4384674
Moderate,43 Mins,31 Mins,5 Hrs : 50 Mins,43 Mins,2%,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,0.86,0.203636364,0.2,0.214285714,0.26,0.6,0.056521739,0.243589744,0.086206897,265,0.3,450,60,6,0.5,1,13,12,130,43,2580,1860,21000,2580,56,19,0.5,0.25,0.02,149.9494253
Moderate,35 Mins,25 Mins,4 Hrs : 40 Mins,35 Mins,Whole,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,0.82,0.192727273,0.083333333,0.214285714,0.24,0.3,0.047826087,0.141025641,0.034482759,265,0.25,360,25,6,0.5,1,12,6,110,41,2100,1500,16800,2100,53,11,0.2,0.1,0,150.4603831
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,Whole,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,0.86,0.203636364,0.216666667,0.214285714,0.26,0.65,0.054347826,0.282051282,0.086206897,265,0.3,470,65,6,0.5,1,13,13,125,43,2700,1980,21900,2700,56,22,0.5,0.25,0,150.971341
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Soy,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,0.7,0.178181818,0,0.25,0.24,0.125,0.043478261,0.08974359,0,265,0.3,310,0,7,0.6,1,12,2.5,100,35,1800,1260,14460,1800,49,7,0,0.1,0,151.4822989
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Soy,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,0.74,0.192727273,0.133333333,0.25,0.24,0.5,0.047826087,0.230769231,0.051724138,265,0.3,430,40,7,0.6,1,12,10,110,37,2460,1800,20040,2460,53,18,0.3,0.2,0,151.9932567
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,Coconut,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,0.76,0.181818182,0,0.214285714,0.1,0.35,0.05,0.115384615,0,265,0.04,300,0,6,0.5,1,5,7,115,38,1740,1260,13980,1740,50,9,0,0,0,152.5042146
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,Coconut,Iced Caffè Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,0.82,0.192727273,0.133333333,0.214285714,0.12,0.7,0.054347826,0.256410256,0.051724138,265,0.06,420,40,6,0.5,1,6,14,125,41,2400,1740,19560,2400,53,20,0.3,0.15,0,153.0151724
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Nonfat,Iced Caramel Macchiato,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,1,0.192727273,0.05,0,0.28,0.075,0.07826087,0.032051282,0,225,0.45,290,15,0,0,1,14,1.5,180,50,1680,1200,13500,1680,53,2.5,0,0.25,0,153.5261303
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,2%,Iced Caramel Macchiato,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.98,0.192727273,0.116666667,0,0.26,0.3,0.086956522,0.115384615,0.051724138,225,0.4,350,35,0,0,1,13,6,200,49,2040,1440,16320,2040,53,9,0.3,0.25,0.02,154.0370881
Moderate,37 Mins,27 Mins,5 Hrs : 3 Mins,37 Mins,Whole,Iced Caramel Macchiato,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.98,0.192727273,0.15,0,0.26,0.4,0.082608696,0.179487179,0.068965517,225,0.4,390,45,0,0,1,13,8,190,49,2220,1620,18180,2220,53,14,0.4,0.2,0,154.548046
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Soy,Iced Caramel Macchiato,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.8,0.170909091,0.016666667,0.035714286,0.22,0.1,0.073913043,0.102564103,0,225,0.45,310,5,1,0.2,1,11,2,170,40,1800,1260,14460,1800,47,8,0,0.15,0,155.0590038
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Coconut,Iced Caramel Macchiato,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.86,0.170909091,0.016666667,0,0.04,0.45,0.073913043,0.128205128,0,225,0.02,290,5,0,0,1,2,9,170,43,1680,1200,13500,1680,47,10,0,0.02,0,155.5699617
Moderate,10 Mins,7 Mins,1 Hrs : 25 Mins,10 Mins,Nonfat,Iced Skinny Cinnamon Dolce Latte,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.28,0.061818182,0.016666667,0,0.2,0.01,0.060869565,0.002564103,0,225,0.3,110,5,0,0,1,10,0.2,140,14,600,420,5100,600,17,0.2,0,0.15,0,156.0809195
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Iced Skinny Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.22,0.090909091,0.016666667,0.214285714,0.26,0.075,0.056521739,0.032051282,0.017241379,225,0.3,170,5,6,0.9,1,13,1.5,130,11,960,720,7920,960,25,2.5,0.1,0.15,0,156.5918774
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Nonfat,Starbucks Doubleshot on Ice,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.58,0.12,0,0,0.08,0.005,0.02173913,0.001282051,0,375,0.1,150,0,0,0,1,4,0.1,50,29,840,600,6960,840,33,0.1,0,0.06,0,157.1028352
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,2%,Starbucks Doubleshot on Ice,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.58,0.12,0.016666667,0,0.08,0.05,0.023913043,0.025641026,0.017241379,375,0.1,170,5,0,0,1,4,1,55,29,960,720,7920,960,33,2,0.1,0.06,0,157.6137931
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,Whole,Starbucks Doubleshot on Ice,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.58,0.12,0.033333333,0,0.08,0.075,0.02173913,0.038461538,0.017241379,375,0.1,180,10,0,0,1,4,1.5,50,29,1020,720,8400,1020,33,3,0.1,0.04,0,158.124751
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Soy,Starbucks Doubleshot on Ice,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.54,0.112727273,0,0,0.08,0.01,0.019565217,0.019230769,0,375,0.1,160,0,0,0.04,1,4,0.2,45,27,900,660,7440,900,31,1.5,0,0.04,0,158.6357088
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Coconut,Starbucks Doubleshot on Ice,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,N/A,0.56,0.116363636,0,0,0.04,0.1,0.02173913,0.025641026,0,375,0.02,150,0,0,0,1,2,2,50,28,840,600,6960,840,32,2,0,0,0,159.1466667
Moderate,43 Mins,31 Mins,5 Hrs : 50 Mins,43 Mins,Nonfat,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,1.54,0.294545455,0.033333333,0,0.28,0.35,0.113043478,0.115384615,0,225,0.45,450,10,0,0,1,14,7,260,77,2580,1860,21000,2580,81,9,0,0.15,0.02,159.6576245
Moderate,55 Mins,40 Mins,7 Hrs : 23 Mins,55 Mins,Nonfat,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,1.6,0.305454545,0.183333333,0,0.3,0.7,0.117391304,0.256410256,0.051724138,225,0.45,570,55,0,0.02,1,15,14,270,80,3300,2400,26580,3300,84,20,0.3,0.25,0.02,160.1685824
Moderate,47 Mins,34 Mins,6 Hrs : 21 Mins,47 Mins,2%,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,1.54,0.290909091,0.083333333,0,0.28,0.45,0.117391304,0.166666667,0.017241379,225,0.45,490,25,0,0,1,14,9,270,77,2820,2040,22860,2820,80,13,0.1,0.15,0.04,160.6795402
Moderate,58 Mins,42 Mins,7 Hrs : 46 Mins,58 Mins,2%,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,1.58,0.305454545,0.216666667,0,0.3,0.8,0.12173913,0.307692308,0.086206897,225,0.45,600,65,0,0,1,15,16,280,79,3480,2520,27960,3480,84,24,0.5,0.25,0.04,161.1904981
Moderate,50 Mins,36 Mins,6 Hrs : 44 Mins,50 Mins,Whole,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,1.54,0.290909091,0.1,0,0.28,0.55,0.113043478,0.205128205,0.034482759,225,0.4,520,30,0,0,1,14,11,260,77,3000,2160,24240,3000,80,16,0.2,0.1,0.02,161.7014559
Moderate,1 Hrs : 1 Mins,44 Mins,8 Hrs : 10 Mins,1 Hrs : 1 Mins,Whole,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,1.58,0.305454545,0.233333333,0,0.3,0.9,0.117391304,0.346153846,0.086206897,225,0.45,630,70,0,0.02,1,15,18,270,79,3660,2640,29400,3660,84,27,0.5,0.25,0.02,162.2124138
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,Soy,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,1.42,0.28,0.033333333,0.035714286,0.26,0.35,0.108695652,0.153846154,0,225,0.45,470,10,1,0.1,1,13,7,250,71,2700,1980,21900,2700,77,12,0,0.1,0.02,162.7233716
Moderate,56 Mins,41 Mins,7 Hrs : 31 Mins,56 Mins,Soy,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,1.48,0.290909091,0.166666667,0.035714286,0.28,0.7,0.113043478,0.294871795,0.051724138,225,0.45,580,50,1,0.1,1,14,14,260,74,3360,2460,27060,3360,80,23,0.3,0.2,0.02,163.2343295
Moderate,43 Mins,31 Mins,5 Hrs : 50 Mins,43 Mins,Coconut,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,No Whip,1.46,0.28,0.033333333,0,0.14,0.6,0.108695652,0.166666667,0,225,0.2,450,10,0,0,1,7,12,250,73,2580,1860,21000,2580,77,13,0,0,0.02,163.7452874
Moderate,55 Mins,40 Mins,7 Hrs : 23 Mins,55 Mins,Coconut,Iced White Chocolate Mocha,Reset Filters,709 mL,Venti®,18 fl oz,Coffee,Yes,Whip,1.52,0.290909091,0.166666667,0,0.16,0.95,0.113043478,0.320512821,0.051724138,225,0.2,570,50,0,0,1,8,19,260,76,3300,2400,26580,3300,80,25,0.3,0.15,0.02,164.2562452
Moderate,35 Mins,26 Mins,4 Hrs : 47 Mins,35 Mins,Nonfat,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.72,0.32,0.016666667,0,0.1,0.005,0.126086957,0.002564103,0,125,0.15,370,5,0,0.02,1,5,0.1,290,86,2100,1560,17220,2100,88,0.2,0,0.08,0,164.7672031
Moderate,47 Mins,34 Mins,6 Hrs : 21 Mins,47 Mins,Nonfat,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.76,0.334545455,0.15,0,0.12,0.35,0.130434783,0.141025641,0.051724138,125,0.2,490,45,0,0.02,1,6,7,300,88,2820,2040,22860,2820,92,11,0.3,0.2,0,165.2781609
Moderate,38 Mins,28 Mins,5 Hrs : 11 Mins,38 Mins,2%,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.72,0.32,0.033333333,0,0.1,0.075,0.126086957,0.038461538,0.017241379,125,0.15,400,10,0,0.02,1,5,1.5,290,86,2280,1680,18660,2280,88,3,0.1,0.08,0,165.7891188
Moderate,49 Mins,36 Mins,6 Hrs : 36 Mins,49 Mins,2%,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.76,0.330909091,0.183333333,0,0.12,0.4,0.130434783,0.179487179,0.068965517,125,0.2,510,55,0,0.02,1,6,8,300,88,2940,2160,23760,2940,91,14,0.4,0.2,0,166.3000766
Moderate,39 Mins,29 Mins,5 Hrs : 19 Mins,39 Mins,Whole,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.72,0.32,0.05,0,0.1,0.125,0.126086957,0.064102564,0.017241379,125,0.15,410,15,0,0.02,1,5,2.5,290,86,2340,1740,19140,2340,88,5,0.1,0.06,0,166.8110345
Moderate,51 Mins,37 Mins,6 Hrs : 52 Mins,51 Mins,Whole,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.76,0.330909091,0.183333333,0,0.12,0.5,0.130434783,0.205128205,0.086206897,125,0.15,530,55,0,0.02,1,6,10,300,88,3060,2220,24720,3060,91,16,0.5,0.2,0,167.3219923
Moderate,36 Mins,26 Mins,4 Hrs : 55 Mins,36 Mins,Soy,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.64,0.312727273,0,0.035714286,0.08,0.015,0.12173913,0.032051282,0,125,0.15,380,0,1,0.08,1,4,0.3,280,82,2160,1560,17700,2160,86,2.5,0,0.06,0,167.8329502
Moderate,48 Mins,35 Mins,6 Hrs : 29 Mins,48 Mins,Soy,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.7,0.323636364,0.133333333,0.035714286,0.1,0.35,0.126086957,0.179487179,0.051724138,125,0.2,500,40,1,0.08,1,5,7,290,85,2880,2100,23340,2880,89,14,0.3,0.2,0,168.343908
Moderate,36 Mins,26 Mins,4 Hrs : 55 Mins,36 Mins,Coconut,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.68,0.316363636,0,0,0.02,0.15,0.12173913,0.038461538,0,125,0,380,0,0,0,1,1,3,280,84,2160,1560,17700,2160,87,3,0,0,0,168.8548659
Moderate,47 Mins,34 Mins,6 Hrs : 21 Mins,47 Mins,Coconut,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.74,0.327272727,0.133333333,0,0.02,0.5,0.126086957,0.179487179,0.051724138,125,0.02,490,40,0,0,1,1,10,290,87,2820,2040,22860,2820,90,14,0.3,0.15,0,169.3658238
Moderate,33 Mins,24 Mins,4 Hrs : 24 Mins,33 Mins,Nonfat,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.56,0.287272727,0.016666667,0,0.1,0.005,0.130434783,0.001282051,0,130,0.2,340,5,0,0.02,1,5,0.1,300,78,1980,1440,15840,1980,79,0.1,0,0.1,0,169.8767816
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,Nonfat,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.68,0.309090909,0.15,0,0.12,0.4,0.139130435,0.153846154,0.051724138,130,0.2,470,45,0,0.02,1,6,8,320,84,2700,1980,21900,2700,85,12,0.3,0.25,0,170.3877395
Moderate,35 Mins,25 Mins,4 Hrs : 40 Mins,35 Mins,2%,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.56,0.283636364,0.033333333,0,0.1,0.1,0.134782609,0.038461538,0.017241379,130,0.2,360,10,0,0.02,1,5,2,310,78,2100,1500,16800,2100,78,3,0.1,0.08,0,170.8986973
Moderate,48 Mins,35 Mins,6 Hrs : 29 Mins,48 Mins,2%,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.68,0.309090909,0.183333333,0,0.12,0.45,0.143478261,0.192307692,0.086206897,130,0.2,500,55,0,0.02,1,6,9,330,84,2880,2100,23340,2880,85,15,0.5,0.2,0,171.4096552
Moderate,36 Mins,26 Mins,4 Hrs : 55 Mins,36 Mins,Whole,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.56,0.283636364,0.05,0,0.1,0.15,0.130434783,0.064102564,0.017241379,130,0.15,380,15,0,0.02,1,5,3,300,78,2160,1560,17700,2160,78,5,0.1,0.08,0,171.920613
Moderate,49 Mins,36 Mins,6 Hrs : 36 Mins,49 Mins,Whole,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.68,0.309090909,0.2,0,0.12,0.5,0.139130435,0.217948718,0.086206897,130,0.2,510,60,0,0.02,1,6,10,320,84,2940,2160,23760,2940,85,17,0.5,0.2,0,172.4315709
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,Soy,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.48,0.276363636,0,0.035714286,0.1,0.015,0.126086957,0.032051282,0,130,0.2,350,0,1,0.08,1,5,0.3,290,74,2040,1440,16320,2040,76,2.5,0,0.06,0,172.9425287
Moderate,46 Mins,33 Mins,6 Hrs : 13 Mins,46 Mins,Soy,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.6,0.301818182,0.15,0.035714286,0.1,0.4,0.134782609,0.179487179,0.051724138,130,0.2,480,45,1,0.08,1,5,8,310,80,2760,1980,22380,2760,83,14,0.3,0.2,0,173.4534866
Moderate,33 Mins,24 Mins,4 Hrs : 24 Mins,33 Mins,Coconut,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.5,0.276363636,0,0,0.02,0.15,0.130434783,0.044871795,0,130,0.02,340,0,0,0,1,1,3,300,75,1980,1440,15840,1980,76,3.5,0,0,0,173.9644444
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,Coconut,Caramel Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.62,0.301818182,0.15,0,0.02,0.55,0.139130435,0.192307692,0.051724138,130,0.04,470,45,0,0,1,1,11,320,81,2700,1980,21900,2700,83,15,0.3,0.15,0,174.4754023
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Nonfat,Coffee Frappuccino® Blended Beverage,Reset Filters,709 mL,Venti®,18 fl oz,Frappuccino® Blended Coffee,Yes,N/A,1.38,0.254545455,0.016666667,0,0.12,0.005,0.130434783,0.001282051,0,130,0.2,310,5,0,0.02,1,6,0.1,300,69,1800,1260,14460,1800,70,0.1,0,0.1,0,174.9863602
